                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.8666,                  4.559,                 1.8805,                0.00128,                0.21181,                0.05956,                0.02868,                 1.8031,                  5.385,                 1.9596,             0.00036674,             0.00036674,             0.00036674
